type, x coordinate, y coordinate
a, 37.2668, 36.1137
a, 38.395, 38.282
a, 37.0473, 36.6859
a, 37.3882, 37.4823
a, 37.6488, 38.0128
a, 37.8855, 37.8614
a, 39.2037, 36.5936
a, 37.0598, 37.4151
a, 37.4753, 36.3319
a, 37.2151, 37.2606
a, 37.3679, 36.6569
a, 37.964, 38.196
a, 37.2208, 37.6216
a, 37.1338, 37.7465
a, 37.3252, 37.6245
a, 37.1783, 37.7353
a, 37.2759, 36.1943
a, 37.2048, 37.4875
a, 37.1961, 37.279
a, 48.9598, 42.3296
a, 37.2595, 37.6378
a, 38.3977, 38.288
a, 37.2225, 37.2988
a, 36.5724, 37.9929
a, 38.0209, 38.3042
a, 37.2827, 37.5647
a, 37.1046, 36.9742
a, 37.3092, 37.6824
a, 37.2812, 37.5391
a, 37.2488, 37.4595
a, 37.2257, 37.3657
a, 37.2471, 37.3303
a, 37.6464, 37.5435
a, 37.2477, 37.327
a, 36.9964, 36.9284
a, 28.4023, 40.264
a, 37.4125, 37.7609
a, 37.3365, 37.6119
a, 36.7697, 35.907
a, 37.8173, 36.9
a, 37.2883, 37.4465
a, 37.2764, 37.348
a, 38.031, 37.6781
a, 37.3484, 37.6503
a, 37.1989, 37.4456
a, 36.9715, 36.2733
a, 35.9052, 39.6182
a, 37.6571, 37.7935
a, 37.2124, 13.4549
a, 37.3552, 37.742
a, 36.7247, 37.9281
a, 37.8643, 38.3785
a, 36.3345, 35.6248
a, 37.2636, 37.6223
a, 37.0221, 37.6685
a, 37.2464, 37.5686
a, 37.5338, 37.3248
a, 37.3015, 37.5942
a, 37.2459, 37.1836
a, 39.714, 38.9131
a, 37.5207, 37.4436
a, 38.1206, 38.5274
a, 36.3304, 38.2101
a, 37.4545, 37.1434
a, 37.3194, 37.5507
a, 36.7261, 37.8307
a, 37.2477, 37.5877
a, 31.0709, 42.8536
a, 35.0495, 40.1823
a, 37.2454, 36.0377
a, 37.2909, 37.3516
a, 37.4711, 37.9593
a, 37.2955, 37.7319
a, 36.8227, 37.2093
a, 37.2309, 37.5035
a, 36.6479, 38.5897
a, 38.0195, 38.291
a, 37.3892, 37.6911
a, 37.2561, 37.4021
a, 37.2333, 37.4658
a, 37.129, 37.5655
a, 29.4756, 44.221
a, 37.9855, 38.1195
a, 37.2499, 37.5955
a, 37.2802, 37.6263
a, 38.4182, 37.5109
a, 38.4392, 38.1793
a, 37.3685, 37.804
a, 37.161, 36.3715
a, 37.225, 37.4378
a, 37.3333, 37.7531
a, 37.3136, 37.5598
a, 39.3309, 36.3753
a, 22.2664, 44.1018
a, 36.9372, 37.5667
a, 37.218, 37.5912
a, 37.3176, 36.2419
a, 37.25, 37.4333
a, 37.1066, 37.7477
a, 35.0211, 40.2201
a, 37.2268, 37.6067
a, 37.3177, 37.753
a, 37.1823, 36.1712
a, 37.335, 37.3738
a, 37.9241, 38.1689
a, 37.8792, 38.1594
a, 37.2708, 36.8239
a, 37.2545, 37.3633
a, 37.3298, 36.17
a, 38.2034, 33.4273
a, 37.8746, 38.733
a, 37.2458, 37.7242
a, 37.3982, 37.691
a, 37.409, 37.6964
a, 37.125, 37.659
a, 37.5386, 37.6858
a, 37.2593, 37.4137
a, 37.305, 36.4782
a, 37.2781, 37.5865
a, 37.3812, 36.7981
a, 37.5078, 37.6426
a, 38.0299, 38.3426
a, 37.2847, 37.204
a, 37.4713, 37.6181
a, 37.2352, 37.987
a, 37.4454, 36.9813
a, 37.4527, 37.5342
a, 37.1133, 36.9193
a, 37.26, 37.1837
a, 37.4013, 37.2362
a, 37.6212, 37.9154
a, 37.0812, 37.0159
a, 36.7893, 38.0236
a, 37.7751, 38.1535
a, 37.3843, 36.7071
a, 38.2873, 36.4743
a, 37.3399, 37.6534
a, 37.2697, 36.1897
a, 38.683, 30.1499
a, 35.0012, 40.2072
a, 37.3073, 37.4237
a, 37.7324, 37.4126
a, 36.9503, 36.4037
a, 37.2345, 37.3673
a, 25.064, 25.3964
a, 37.1275, 35.1602
a, 37.5241, 37.4834
a, 37.2669, 37.5225
a, 30.1486, 47.3108
a, 37.1414, 36.4334
a, 36.7878, 37.4489
a, 37.3055, 36.95
a, 37.5564, 37.8684
a, 37.3546, 37.267
a, 37.5458, 37.9112
a, 37.0107, 37.0968
a, 37.0495, 37.4888
a, 37.1962, 37.1091
a, 37.4101, 36.995
a, 37.611, 37.9301
a, 37.7372, 37.6424
a, 34.3627, 36.5228
a, 37.3064, 36.152
a, 37.1956, 37.571
a, 37.2551, 37.5959
a, 37.3373, 36.1832
a, 36.6769, 38.0119
a, 37.874, 38.3083
a, 37.5379, 37.1458
a, 37.2995, 37.4359
a, 37.2365, 37.1552
a, 37.2089, 36.4282
a, 37.2152, 37.406
a, 37.2124, 37.6208
a, 37.2447, 37.2266
a, 37.6621, 35.8558
a, 37.3385, 37.5538
a, 37.2543, 37.3517
a, 37.2405, 37.527
a, 37.2346, 37.4352
a, 37.2725, 37.4936
a, 38.1123, 35.4143
a, 37.2733, 36.1522
a, 37.2712, 37.4815
a, 31.1911, 46.6608
a, 38.2448, 37.2972
a, 37.2698, 36.238
a, 37.5269, 37.669
a, 37.9638, 36.4504
a, 37.2886, 37.5881
a, 37.7952, 36.1228
a, 37.8066, 37.8868
a, 37.708, 35.7195
a, 37.3777, 35.8823
a, 37.2329, 37.3975
a, 37.1421, 36.1025
a, 38.1818, 36.7607
a, 38.1723, 38.5395
a, 16.2191, 40.516
a, 30.4684, 41.8341
a, 37.1641, 37.3084
a, 36.4922, 43.9175
a, 36.7917, 37.9114
a, 37.2311, 37.5984
a, 39.4262, 36.2619
a, 37.4042, 36.2445
a, 36.5207, 38.2022
a, 37.1204, 36.3908
a, 37.2287, 37.4402
a, 37.2936, 37.0929
a, 37.2499, 37.6586
a, 37.5028, 37.76
a, 38.1815, 38.3548
a, 37.719, 38.0173
a, 37.3463, 37.6058
a, 38.0279, 37.7779
a, 41.6672, 36.8663
a, 37.5276, 37.7438
a, 37.1947, 37.3937
a, 37.7858, 37.729
a, 38.1941, 38.5505
a, 37.3879, 37.1277
a, 33.9081, 30.2192
a, 35.8322, 36.6343
a, 38.0236, 38.2371
a, 37.5235, 37.7061
a, 37.3259, 36.8084
a, 37.261, 37.0279
a, 37.2496, 37.592
a, 38.0088, 38.0875
a, 37.3189, 36.1131
a, 37.3247, 37.5234
a, 37.1643, 37.3218
a, 37.3469, 35.9881
a, 37.9659, 38.1957
a, 37.4743, 37.8075
a, 37.3637, 37.7156
a, 36.6614, 35.8438
a, 37.2611, 37.6399
a, 37.2323, 37.4123
a, 37.2029, 37.2155
a, 37.2482, 37.1901
a, 37.0933, 36.7329
a, 40.1831, 48.6036
a, 36.9139, 37.2241
a, 36.9948, 36.7892
a, 37.5629, 37.2133
a, 37.2848, 37.1989
a, 37.2669, 37.6412
a, 37.4995, 37.6326
a, 37.3512, 37.693
a, 37.1572, 36.1362
a, 37.3992, 35.724
a, 37.6025, 37.6606
a, 36.86, 37.9054
a, 37.223, 37.6356
a, 37.2514, 37.203
a, 37.61, 37.9764
a, 37.3705, 37.6344
a, 37.3449, 37.5224
a, 37.2432, 37.1633
a, 37.1132, 36.1014
a, 37.988, 37.7817
a, 35.1412, 40.2128
a, 40.2289, 33.1411
a, 37.4988, 37.66
a, 40.4194, 35.0901
a, 37.4367, 37.5177
a, 37.7859, 37.7453
a, 38.2998, 38.2498
a, 37.2625, 37.4639
a, 37.1045, 37.5169
a, 38.5209, 58.4505
a, 37.2459, 37.4471
a, 36.7568, 36.1426
a, 37.5617, 37.3224
a, 37.2444, 37.5941
a, 37.221, 37.1556
a, 36.9347, 37.8216
a, 38.3033, 37.3873
a, 37.4787, 37.8116
a, 37.6307, 37.6965
a, 37.2598, 36.418
a, 37.8167, 38.0587
a, 37.3139, 37.5602
a, 37.2097, 37.6394
a, 37.5372, 37.4467
a, 37.9671, 38.2683
a, 37.3996, 37.7655
a, 37.4434, 35.8604
a, 37.2821, 37.4833
a, 37.4774, 37.2609
a, 37.4385, 36.162
a, 37.1525, 37.5327
a, 29.4523, 59.2883
a, 37.2635, 37.48
a, 36.9999, 36.3016
a, 37.2939, 37.5799
a, 34.4003, 40.9646
a, 36.9202, 37.6375
a, 37.4457, 36.6923
a, 37.1759, 36.7299
a, 37.2511, 37.083
a, 37.4546, 37.0647
a, 39.398, 36.2988
a, 22.7829, 37.8593
a, 37.8876, 38.2968
a, 37.6386, 37.9205
a, 37.2348, 37.5479
a, 37.3097, 37.6203
a, 37.2971, 37.4112
a, 23.7204, 62.536
a, 37.2398, 37.1532
a, 37.231, 37.322
a, 37.8954, 38.1376
a, 35.142, 40.212
a, 37.119, 37.9272
a, 38.6287, 36.559
a, 37.2368, 37.1745
a, 35.2999, 39.288
a, 37.2471, 36.0377
a, 37.0189, 36.794
a, 37.5244, 37.7784
a, 37.2799, 37.5276
a, 38.5399, 38.2892
a, 37.288, 37.0763
a, 33.1995, 38.7258
a, 16.8159, 32.8476
a, 37.2562, 37.5558
a, 37.5796, 37.891
a, 37.956, 38.3277
a, 37.2823, 37.2022
a, 39.9534, 39.0153
a, 37.1585, 37.5671
a, 38.45, 38.1188
a, 37.3115, 36.5447
a, 36.9321, 37.8179
a, 37.2613, 37.1634
a, 37.8767, 38.2583
a, 37.3204, 36.4261
a, 35.8626, 36.4174
a, 37.2494, 37.2178
a, 37.429, 37.5069
a, 37.7186, 38.0183
a, 37.2221, 37.3393
a, 37.5108, 37.2271
a, 37.3146, 37.3618
a, 40.2018, 39.5077
a, 38.2592, 36.7508
a, 37.6977, 38.0291
a, 37.8212, 37.4024
a, 37.5128, 37.7805
a, 37.4413, 36.163
a, 37.2241, 37.6444
a, 37.2762, 37.0859
a, 37.4705, 36.7747
a, 37.5026, 37.7395
a, 37.5639, 37.669
a, 37.2059, 37.2149
a, 37.2419, 37.2096
a, 36.7658, 37.9562
a, 37.4555, 37.7439
a, 37.2431, 37.3296
a, 37.2123, 36.8649
a, 37.9996, 38.2471
a, 37.2224, 37.1528
a, 37.2792, 37.6308
a, 37.2286, 37.4444
a, 37.2583, 37.591
a, 37.0371, 36.6452
a, 37.3319, 37.7391
a, 37.2005, 37.6237
a, 37.6842, 37.6253
a, 37.2181, 37.1189
a, 37.4017, 37.7102
a, 37.6337, 35.9144
a, 37.26, 37.202
a, 37.1887, 37.2818
a, 37.2919, 37.6368
a, 37.2251, 37.1089
a, 37.1801, 36.6256
a, 37.2515, 36.5671
a, 37.2575, 37.5678
a, 37.0745, 36.6978
a, 36.9357, 37.3081
a, 37.3367, 36.1731
a, 37.0289, 37.0363
a, 37.2909, 37.4037
a, 37.2244, 37.0652
a, 29.896, 39.0568
a, 37.1309, 37.7515
a, 37.2442, 37.4874
a, 37.243, 37.2238
a, 37.2799, 37.4721
a, 38.4014, 39.7562
a, 37.1375, 36.8457
a, 37.5582, 37.8909
a, 37.3293, 36.7135
a, 35.0358, 40.1932
a, 36.4495, 38.1419
a, 37.4039, 35.9137
a, 37.3472, 37.6475
a, 35.4831, 34.9134
a, 37.1995, 37.5481
a, 38.3001, 36.7932
a, 37.375, 37.6486
a, 37.2779, 36.0611
a, 37.1971, 37.6346
a, 37.2622, 37.6403
a, 37.4287, 37.7163
a, 37.2954, 37.642
a, 37.4825, 37.6944
a, 37.5228, 37.1604
a, 36.717, 37.9784
a, 37.169, 36.7871
a, 37.2778, 37.2661
a, 38.3124, 37.9946
a, 37.2352, 37.3694
a, 37.2266, 37.5662
a, 37.3866, 37.6007
a, 37.1755, 37.479
a, 37.3417, 37.7715
a, 37.2405, 36.2346
a, 37.3382, 36.4573
a, 37.2306, 36.1881
a, 37.8821, 38.2638
a, 37.2547, 37.0877
a, 37.231, 37.3894
a, 37.2685, 36.2511
a, 36.9376, 38.1817
a, 37.5133, 37.6398
a, 37.5394, 37.5402
a, 37.0789, 37.4771
a, 37.0831, 38.3024
a, 37.3208, 37.6656
a, 37.2412, 37.3363
a, 37.3013, 36.9491
a, 37.3875, 36.1715
a, 37.2629, 37.4835
a, 37.5285, 37.8616
a, 37.203, 36.6932
a, 37.0585, 37.3309
a, 37.7108, 37.5874
a, 40.0667, 37.5087
a, 37.4303, 38.642
a, 37.9102, 35.4407
a, 37.262, 37.181
a, 37.2559, 37.4926
a, 37.2661, 37.1965
a, 37.2463, 36.3868
a, 37.6852, 32.3973
a, 32.234, 42.1768
a, 37.2637, 37.3778
a, 37.3282, 37.6605
a, 37.2413, 37.5276
a, 37.2867, 37.5007
a, 37.2528, 37.5552
a, 37.8112, 38.2576
a, 37.3832, 37.715
a, 37.3528, 37.6117
a, 37.2296, 37.281
a, 39.4039, 38.0698
a, 37.4884, 37.7504
a, 37.2425, 36.0412
a, 37.5201, 37.3469
a, 37.1184, 37.7495
a, 38.2177, 36.0407
a, 37.5504, 37.746
a, 37.2804, 37.5309
a, 42.8808, 37.4787
a, 37.2312, 37.4495
a, 37.5874, 38.7173
a, 37.5881, 37.9463
a, 37.3057, 37.0828
a, 37.274, 37.605
a, 37.9, 37.5817
a, 37.2512, 37.6363
a, 37.2848, 37.575
a, 37.1768, 37.1045
a, 37.375, 37.6643
a, 37.3074, 37.1373
a, 37.1274, 37.1252
a, 37.2932, 37.4773
a, 37.3007, 36.594
a, 37.8318, 38.1009
a, 37.2905, 37.1775
a, 37.2678, 37.7644
a, 37.4264, 36.1812
a, 37.288, 37.6223
a, 37.2148, 37.4026
a, 31.6082, 35.6454
a, 37.6016, 37.7631
a, 37.2882, 36.9811
a, 37.7575, 37.6103
a, 37.3298, 36.1661
a, 37.312, 36.0895
a, 37.3026, 37.6894
a, 38.7788, 38.9134
a, 37.1271, 36.6823
a, 37.536, 37.7648
a, 37.266, 37.6435
a, 37.0518, 36.9908
a, 39.4174, 38.0785
a, 37.2986, 37.4893
a, 37.2643, 37.489
a, 37.0423, 35.8926
a, 37.3261, 36.2947
a, 37.4774, 37.7492
a, 35.5086, 40.1982
a, 37.2962, 37.3233
a, 37.25, 37.1731
a, 36.0037, 38.332
a, 37.2504, 37.3706
a, 37.4169, 37.8225
a, 37.1907, 37.5066
a, 37.2431, 37.6402
a, 37.8187, 38.0681
a, 37.2756, 37.3043
a, 37.4324, 36.0766
a, 37.2839, 37.5022
a, 37.2526, 37.5928
a, 37.7231, 37.6011
a, 37.4379, 37.1791
a, 38.2344, 38.4294
a, 36.9988, 37.1641
a, 37.7976, 38.3021
a, 37.2873, 37.6055
a, 37.2565, 37.4107
a, 37.2373, 37.5901
a, 37.2625, 37.6374
a, 37.2838, 37.5034
a, 37.3242, 37.3623
a, 38.497, 37.6768
a, 37.4588, 36.7936
a, 37.197, 37.0687
a, 37.9537, 38.4341
a, 37.1747, 37.442
a, 37.9614, 38.1908
a, 38.061, 37.5943
a, 37.2721, 37.4922
a, 37.205, 37.4019
a, 36.5656, 55.7248
