type, x coordinate, y coordinate
a, 31.551, 30.8072
a, 31.5899, 30.7876
a, 31.2555, 30.5473
a, 31.326, 30.8432
a, 29.6522, 30.4261
a, 31.9212, 30.3663
a, 31.3978, 30.8802
a, 37.8476, 35.5651
a, 31.2752, 30.8336
a, 31.0147, 30.5842
a, 31.4057, 30.9086
a, 31.2887, 30.8774
a, 29.8516, 29.5446
a, 31.2678, 30.8686
a, 31.3965, 30.9033
a, 31.132, 31.3462
a, 31.807, 30.4065
a, 31.3798, 30.8953
a, 30.9686, 31.403
a, 33.255, 33.6734
a, 31.3933, 30.8988
a, 31.2358, 31.292
a, 31.1773, 31.3185
a, 31.2826, 31.2822
a, 29.8777, 30.6126
a, 31.3264, 30.8462
a, 31.3217, 30.8923
a, 31.1878, 31.1537
a, 30.3859, 30.6549
a, 31.0854, 30.9711
a, 31.2808, 30.8912
a, 31.1601, 31.3574
a, 31.3126, 30.8817
a, 31.5008, 30.6138
a, 34.3092, 29.0031
a, 31.261, 31.2761
a, 31.5511, 30.8055
a, 31.5065, 30.7943
a, 31.3305, 30.9267
a, 31.1395, 31.1429
a, 37.3849, 37.6266
a, 31.3524, 31.3356
a, 33.7988, 31.5577
a, 31.2989, 31.1164
a, 31.2916, 30.8965
a, 26.913, 29.0227
a, 31.1052, 31.3447
a, 31.3353, 30.862
a, 31.291, 30.9204
a, 31.964, 28.4804
a, 31.1837, 30.8989
a, 31.0901, 31.3296
a, 31.2841, 30.938
a, 31.3805, 30.8468
a, 31.0336, 30.7869
a, 31.1754, 31.2892
a, 31.3227, 31.3135
a, 31.2576, 31.1844
a, 31.3021, 31.2484
a, 31.1827, 31.2978
a, 30.917, 30.8781
a, 31.2475, 31.318
a, 29.5127, 29.7769
a, 30.7048, 30.1587
a, 31.4059, 31.3374
a, 30.848, 30.7447
a, 31.3014, 30.8977
a, 31.3091, 30.8836
a, 31.4029, 31.0319
a, 31.5483, 30.8124
a, 31.2314, 31.2958
a, 31.3931, 30.9015
a, 31.3833, 30.8964
a, 31.4121, 30.7122
a, 31.1394, 30.847
a, 31.3042, 30.8824
a, 31.2393, 31.2961
a, 31.1456, 31.0169
a, 31.3602, 30.8833
a, 30.123, 30.1607
a, 31.3275, 30.8491
a, 31.2425, 31.2367
a, 31.2954, 30.8331
a, 31.303, 31.2306
a, 31.3452, 30.9095
a, 31.3034, 30.8867
a, 31.2981, 31.2779
a, 31.3949, 30.8765
a, 31.3186, 30.8526
a, 35.4535, 24.5656
a, 31.1979, 30.8285
a, 31.2494, 31.2688
a, 30.8289, 30.9553
a, 31.3213, 30.9068
a, 31.1193, 31.0878
a, 31.4026, 30.7534
a, 31.2456, 30.9227
a, 31.1664, 30.8783
a, 30.7992, 30.8291
a, 31.1527, 30.9147
a, 25.4659, 26.8653
a, 31.4947, 30.6554
a, 31.5537, 31.2063
a, 31.3342, 30.8882
a, 31.1215, 31.0279
a, 31.3454, 31.2443
a, 31.2827, 30.9127
a, 31.0057, 31.0111
a, 31.3736, 30.8828
a, 42.7961, 28.2218
a, 31.2974, 31.2702
a, 31.2342, 30.8509
a, 25.9705, 27.0145
a, 31.5025, 30.795
a, 30.7887, 30.2545
a, 31.298, 30.8978
a, 33.7139, 33.6337
a, 31.2367, 31.2931
a, 31.2348, 31.274
a, 31.2926, 31.2611
a, 31.2938, 30.8226
a, 31.2905, 31.0324
a, 31.3085, 30.8885
a, 31.2738, 31.1319
a, 31.1816, 31.4229
a, 31.2742, 30.9879
a, 31.3391, 30.8399
a, 31.1795, 31.2928
a, 31.281, 30.933
a, 31.1811, 31.3039
a, 27.1286, 26.0385
a, 31.1741, 31.2996
a, 31.4675, 30.9413
a, 31.2432, 31.2923
a, 31.2447, 31.2959
a, 31.2156, 32.1298
a, 31.3085, 30.8967
a, 31.1958, 31.0564
a, 31.3343, 30.8177
a, 31.306, 30.881
a, 31.2717, 31.2452
a, 30.7527, 30.8255
a, 31.1772, 31.5352
a, 31.3065, 30.8794
a, 31.379, 30.8949
a, 31.4233, 30.6699
a, 31.3914, 31.3952
a, 31.1629, 30.5866
a, 31.55, 30.8119
a, 31.2172, 31.3096
a, 31.3096, 30.9291
a, 31.2951, 30.8964
a, 31.3616, 31.4082
a, 31.4045, 30.8789
a, 31.9313, 30.4115
a, 30.1288, 30.7035
a, 30.8504, 30.8321
a, 34.1343, 30.5691
a, 31.343, 30.8911
a, 31.2994, 30.8985
a, 31.2458, 31.2929
a, 34.3114, 30.691
a, 31.2317, 31.3033
a, 31.3374, 30.8903
a, 31.407, 30.565
a, 31.2388, 31.2877
a, 31.3055, 31.2548
a, 31.2171, 30.8359
a, 31.1832, 31.3294
a, 31.0261, 30.9324
a, 29.0315, 30.535
a, 31.232, 30.8571
a, 30.7716, 30.6528
a, 31.3531, 30.8441
a, 30.4687, 29.7724
a, 31.3028, 30.8897
a, 31.1627, 31.2845
a, 31.2943, 30.8369
a, 31.2845, 30.9325
a, 32.6144, 33.4798
a, 31.4837, 30.7861
a, 31.134, 31.174
a, 31.196, 31.1855
a, 31.3178, 30.8835
a, 30.8951, 30.9051
a, 31.2311, 31.2689
a, 29.7018, 30.2435
a, 30.5608, 30.6762
a, 31.2865, 30.9351
a, 31.3209, 30.9168
a, 31.2986, 31.2563
a, 31.2729, 30.8504
a, 31.2489, 31.2078
a, 31.3111, 30.8754
a, 31.2023, 31.1859
a, 31.2908, 30.9271
a, 31.3802, 30.8739
a, 31.2751, 30.9133
a, 31.4045, 30.9154
a, 31.3157, 31.3303
a, 30.9532, 30.9406
a, 31.3056, 30.8427
a, 31.2907, 30.9285
a, 31.3351, 30.65
a, 31.2089, 30.885
a, 31.1818, 31.1788
a, 31.3512, 30.8565
a, 31.1722, 31.255
a, 31.4096, 30.868
a, 31.9029, 35.7438
a, 31.3102, 30.8592
a, 31.3303, 30.884
a, 30.7422, 31.7164
a, 31.1717, 31.2558
a, 31.1145, 30.9552
a, 31.4947, 30.6621
a, 31.3104, 30.9061
a, 31.3078, 31.3108
a, 30.5912, 30.6711
a, 31.3342, 30.9256
a, 31.2965, 30.928
a, 31.3076, 30.8961
a, 31.3566, 30.8974
a, 31.3417, 30.8609
a, 31.2315, 31.3082
a, 31.2545, 31.2757
a, 31.3131, 31.3204
a, 31.8429, 31.0948
a, 31.1562, 31.1732
a, 31.242, 31.261
a, 30.8934, 30.9312
a, 31.17, 31.2602
a, 30.1958, 28.6343
a, 31.2313, 31.2966
a, 31.5264, 30.9258
a, 31.3606, 30.8573
a, 31.2689, 30.8117
a, 31.3953, 30.9029
a, 31.3275, 30.8489
a, 31.3552, 30.8712
a, 30.756, 30.7972
a, 31.565, 30.6188
a, 31.2587, 30.9423
a, 31.3277, 30.8969
a, 31.2248, 31.1851
a, 31.2934, 30.8982
a, 31.0894, 31.0405
a, 30.7556, 30.8712
a, 31.3224, 30.8403
a, 31.4801, 30.795
a, 31.1826, 31.1791
a, 31.3671, 30.8678
a, 31.2591, 31.0134
a, 31.177, 31.4087
a, 32.0516, 31.3493
a, 31.3094, 31.3115
a, 31.5014, 30.6562
a, 31.342, 30.8806
a, 31.1774, 31.3306
a, 31.324, 30.9009
a, 31.0891, 30.9199
a, 30.8515, 30.8302
a, 31.3553, 30.8761
a, 31.3712, 30.8959
a, 31.2954, 30.9035
a, 31.3167, 31.3068
a, 31.8067, 30.4882
a, 31.5988, 31.7214
a, 31.244, 30.891
a, 30.9387, 30.646
a, 31.3751, 30.8572
a, 30.6322, 30.0042
a, 31.4925, 31.3437
a, 31.3776, 30.8741
a, 31.1558, 31.1785
a, 31.3014, 30.8717
a, 31.1754, 31.2878
a, 31.2314, 31.2857
a, 31.394, 30.9018
a, 30.8712, 30.8326
a, 26.8862, 32.8519
a, 31.3136, 30.8813
a, 32.8087, 29.6667
a, 31.2564, 31.2058
a, 30.8238, 30.8265
a, 31.2374, 31.2264
a, 31.2695, 31.216
a, 31.3132, 31.2418
a, 31.0253, 31.2661
a, 31.1795, 31.3152
a, 31.2134, 30.9349
a, 31.3343, 30.8725
a, 31.3002, 30.801
a, 31.0296, 30.8896
a, 31.2713, 30.8512
a, 31.2779, 31.2478
a, 32.1504, 31.7864
a, 31.2907, 30.9082
a, 31.4949, 30.6131
a, 31.5475, 30.7982
a, 31.3776, 30.8823
a, 31.2967, 30.8952
a, 31.1191, 30.8532
a, 35.8726, 35.3295
a, 31.254, 31.1624
a, 31.4795, 31.1483
a, 31.3283, 30.8781
a, 31.3475, 30.8669
a, 31.1759, 31.6498
a, 30.275, 29.4134
a, 31.1739, 31.322
a, 30.1512, 29.4276
a, 31.1795, 31.5293
a, 31.1809, 30.898
a, 30.6011, 30.555
a, 31.3003, 31.2774
a, 31.621, 30.981
a, 31.0768, 30.831
a, 31.2915, 30.9066
a, 32.8977, 31.6068
a, 31.2633, 30.824
a, 31.3602, 30.8835
a, 31.2443, 31.3014
a, 31.299, 30.8714
a, 31.2024, 31.2777
a, 31.3151, 31.3276
a, 31.3225, 30.8377
a, 31.2791, 30.9333
a, 31.2789, 30.9179
a, 31.1919, 31.2656
a, 31.3245, 30.8714
a, 31.4005, 30.8781
a, 32.9694, 29.8531
a, 31.9222, 30.457
a, 31.303, 30.6148
a, 31.5102, 30.6055
a, 31.3088, 30.8801
a, 31.3957, 30.9031
a, 31.3487, 30.8873
a, 31.2548, 30.9897
a, 31.5041, 31.1519
a, 31.7008, 30.9665
a, 28.4439, 31.4978
a, 31.3857, 30.8741
a, 31.1789, 31.1902
a, 31.2926, 31.1973
a, 31.1558, 30.7061
a, 31.3379, 30.836
a, 31.2654, 31.1908
a, 31.1347, 31.1743
a, 31.0295, 30.915
a, 31.3033, 30.8821
a, 31.065, 30.6814
a, 31.1752, 31.2934
a, 31.8664, 30.4762
a, 32.8342, 29.3012
a, 31.6336, 31.2545
a, 29.8135, 33.4482
a, 31.2058, 31.1727
a, 31.3082, 30.8767
a, 31.3063, 30.8323
a, 31.3176, 31.2608
a, 31.1763, 31.323
a, 31.179, 31.3017
a, 28.7417, 24.2539
a, 31.3504, 30.6421
a, 31.0523, 30.8412
a, 31.3382, 30.8895
a, 31.3408, 30.8408
a, 31.176, 31.3323
a, 31.3009, 30.914
a, 31.3375, 30.8338
a, 31.2959, 30.8979
a, 31.3083, 31.2309
a, 31.4798, 31.5185
a, 32.3307, 32.1236
a, 31.195, 31.2334
a, 31.2902, 31.2372
a, 31.172, 30.9908
a, 32.7702, 34.2271
a, 31.1765, 31.5906
a, 31.3396, 30.7996
a, 29.007, 29.5313
a, 31.3135, 30.8608
a, 31.3915, 30.8964
a, 31.3665, 30.859
a, 31.3093, 30.8652
a, 31.4703, 30.7622
a, 31.2653, 30.8384
a, 31.3722, 31.3523
a, 31.243, 31.269
a, 31.1784, 30.8805
a, 30.8355, 30.7969
a, 31.5748, 30.7927
a, 31.4922, 30.7779
a, 31.1356, 31.1748
a, 31.3137, 30.8421
a, 31.2498, 31.1933
a, 31.2813, 30.9147
a, 31.2039, 31.1691
a, 31.3365, 30.8449
a, 30.8441, 30.8078
a, 31.2904, 30.9117
a, 31.1979, 30.9777
a, 31.4758, 31.125
a, 31.7405, 30.9943
a, 31.3356, 30.8912
a, 31.1429, 31.0072
a, 31.2306, 31.2897
a, 31.3226, 31.3179
a, 31.245, 31.2902
a, 31.2977, 30.9007
a, 30.9268, 30.9266
a, 30.931, 30.5294
a, 31.2001, 30.6993
