Circuit delay: 1352.10 ps

Gate slacks:
AND-n154: 1222.93 ps
INP-n155: 1257.52 ps
AND-n156: 1222.93 ps
INP-n157: 1257.52 ps
AND-n158: 1222.93 ps
INP-n159: 1257.52 ps
AND-n160: 1222.93 ps
INP-n161: 1257.52 ps
AND-n162: 1222.93 ps
INP-n163: 1257.52 ps
AND-n164: 1222.93 ps
INP-n165: 1257.52 ps
AND-n166: 1222.93 ps
INP-n167: 1257.52 ps
AND-n168: 1222.93 ps
INP-n169: 1257.52 ps
AND-n170: 1222.93 ps
INP-n171: 1257.52 ps
AND-n172: 1222.93 ps
INP-n173: 1257.52 ps
AND-n174: 1222.93 ps
INP-n175: 1257.52 ps
AND-n176: 1222.93 ps
INP-n177: 1257.52 ps
AND-n178: 1222.93 ps
INP-n179: 1257.52 ps
AND-n180: 1222.93 ps
INP-n181: 1257.52 ps
AND-n182: 1222.93 ps
INP-n183: 1257.52 ps
AND-n184: 1222.93 ps
INP-n185: 1257.52 ps
AND-n186: 1222.93 ps
INP-n187: 1257.52 ps
AND-n188: 1222.93 ps
INP-n189: 1257.52 ps
AND-n190: 1222.93 ps
INP-n191: 1257.52 ps
AND-n192: 1222.93 ps
INP-n193: 1257.52 ps
AND-n194: 1222.93 ps
INP-n195: 1257.52 ps
AND-n196: 1222.93 ps
INP-n197: 1257.52 ps
AND-n198: 1222.93 ps
INP-n199: 1239.32 ps
AND-n200: 1222.93 ps
INP-n201: 1239.32 ps
AND-n202: 1222.93 ps
INP-n203: 1239.32 ps
AND-n204: 1222.93 ps
INP-n205: 1239.32 ps
AND-n206: 1222.93 ps
INP-n207: 1239.32 ps
AND-n208: 1222.93 ps
INP-n209: 1239.32 ps
AND-n210: 1222.93 ps
INP-n211: 905.61 ps
NAND-n212: 177.49 ps
INP-n213: 895.75 ps
NAND-n214: 194.72 ps
INP-n215: 875.64 ps
NAND-n216: 150.72 ps
INP-n217: 906.69 ps
NAND-n218: 207.14 ps
INP-n219: 436.85 ps
NAND-n220: 866.54 ps
INP-n221: 426.98 ps
NAND-n222: 866.54 ps
INP-n223: 449.91 ps
NAND-n224: 866.54 ps
INP-n225: 438.92 ps
NAND-n226: 866.54 ps
INP-n227: 447.42 ps
NAND-n228: 866.54 ps
INP-n229: 406.46 ps
NAND-n230: 866.54 ps
INP-n231: 338.67 ps
NAND-n232: 866.54 ps
INP-n233: 399.50 ps
NAND-n234: 866.54 ps
INP-n235: 436.85 ps
NAND-n236: 866.54 ps
INP-n237: 426.98 ps
NAND-n238: 866.54 ps
INP-n239: 449.91 ps
NAND-n240: 866.54 ps
INP-n241: 438.92 ps
NAND-n242: 866.54 ps
INP-n243: 447.42 ps
NAND-n244: 866.54 ps
INP-n245: 406.46 ps
NAND-n246: 866.54 ps
INP-n247: 338.67 ps
NAND-n248: 866.54 ps
INP-n249: 399.50 ps
NAND-n250: 866.54 ps
INP-n251: 436.85 ps
NAND-n252: 866.54 ps
INP-n253: 426.99 ps
NAND-n254: 866.54 ps
INP-n255: 449.92 ps
NAND-n256: 866.54 ps
INP-n257: 438.92 ps
NAND-n258: 866.54 ps
INP-n259: 447.42 ps
NAND-n260: 866.54 ps
INP-n261: 406.46 ps
NAND-n262: 866.54 ps
INP-n263: 338.68 ps
NAND-n264: 866.54 ps
INP-n265: 399.50 ps
NAND-n266: 866.54 ps
INP-n267: 436.85 ps
NAND-n268: 866.54 ps
INP-n269: 426.99 ps
NAND-n270: 866.54 ps
INP-n271: 449.92 ps
NAND-n272: 866.54 ps
INP-n273: 438.93 ps
NAND-n274: 866.54 ps
INP-n275: 447.42 ps
NAND-n276: 866.54 ps
INP-n277: 406.46 ps
NAND-n278: 866.54 ps
INP-n279: 338.68 ps
NAND-n280: 866.54 ps
INP-n281: 399.50 ps
NAND-n282: 866.54 ps
INP-n283: 476.01 ps
NAND-n284: 866.54 ps
INP-n285: 466.23 ps
NAND-n286: 866.54 ps
INP-n287: 467.25 ps
NAND-n288: 866.54 ps
INP-n289: 448.08 ps
NAND-n290: 866.54 ps
INP-n291: 447.42 ps
NAND-n292: 866.54 ps
INP-n293: 412.94 ps
NAND-n294: 866.54 ps
INP-n295: 377.83 ps
NAND-n296: 866.54 ps
INP-n297: 429.11 ps
NAND-n298: 866.54 ps
INP-n299: 476.01 ps
NAND-n300: 866.54 ps
INP-n301: 466.23 ps
NAND-n302: 866.54 ps
INP-n303: 467.25 ps
NAND-n304: 866.54 ps
INP-n305: 448.08 ps
NAND-n306: 866.54 ps
INP-n307: 447.42 ps
NAND-n308: 866.54 ps
INP-n309: 412.94 ps
NAND-n310: 866.54 ps
INP-n311: 377.83 ps
NAND-n312: 866.54 ps
INP-n313: 429.11 ps
NAND-n314: 866.54 ps
INP-n315: 476.01 ps
NAND-n316: 866.54 ps
INP-n317: 466.23 ps
NAND-n318: 866.54 ps
INP-n319: 467.25 ps
NAND-n320: 866.54 ps
INP-n321: 448.08 ps
NAND-n322: 866.54 ps
INP-n323: 447.42 ps
NAND-n324: 866.54 ps
INP-n325: 412.94 ps
NAND-n326: 866.54 ps
INP-n327: 377.83 ps
NAND-n328: 866.54 ps
INP-n329: 429.11 ps
NAND-n330: 866.54 ps
INP-n331: 476.01 ps
NAND-n332: 866.54 ps
INP-n333: 466.23 ps
NAND-n334: 866.54 ps
INP-n335: 467.25 ps
NAND-n336: 866.54 ps
INP-n337: 448.08 ps
NAND-n338: 866.54 ps
INP-n339: 447.42 ps
NAND-n340: 866.54 ps
INP-n341: 412.94 ps
NAND-n342: 866.54 ps
INP-n343: 377.83 ps
NAND-n344: 866.54 ps
INP-n345: 429.11 ps
NAND-n346: 866.54 ps
INP-n347: 437.01 ps
NAND-n348: 808.08 ps
INP-n349: 427.15 ps
NAND-n350: 808.08 ps
INP-n351: 450.08 ps
NAND-n352: 808.08 ps
INP-n353: 439.08 ps
NAND-n354: 808.08 ps
INP-n355: 447.42 ps
NAND-n356: 808.08 ps
INP-n357: 406.62 ps
NAND-n358: 808.08 ps
INP-n359: 338.83 ps
NAND-n360: 808.08 ps
INP-n361: 399.66 ps
NAND-n362: 808.08 ps
INP-n363: 436.85 ps
NAND-n364: 814.33 ps
INP-n365: 426.98 ps
NAND-n366: 814.33 ps
INP-n367: 449.91 ps
NAND-n368: 814.33 ps
INP-n369: 438.92 ps
NAND-n370: 814.33 ps
INP-n371: 447.42 ps
NAND-n372: 814.33 ps
INP-n373: 406.46 ps
NAND-n374: 814.33 ps
INP-n375: 338.67 ps
NAND-n376: 814.33 ps
INP-n377: 399.50 ps
NAND-n378: 814.33 ps
INP-n379: 436.85 ps
NAND-n380: 846.04 ps
INP-n381: 426.99 ps
NAND-n382: 846.04 ps
INP-n383: 449.92 ps
NAND-n384: 846.04 ps
INP-n385: 438.92 ps
NAND-n386: 846.04 ps
INP-n387: 447.42 ps
NAND-n388: 846.04 ps
INP-n389: 406.46 ps
NAND-n390: 846.04 ps
INP-n391: 338.68 ps
NAND-n392: 846.04 ps
INP-n393: 399.50 ps
NAND-n394: 846.04 ps
INP-n395: 436.86 ps
NAND-n396: 814.33 ps
INP-n397: 426.99 ps
NAND-n398: 814.33 ps
INP-n399: 449.92 ps
NAND-n400: 814.33 ps
INP-n401: 438.93 ps
NAND-n402: 814.33 ps
INP-n403: 447.42 ps
NAND-n404: 814.33 ps
INP-n405: 406.47 ps
NAND-n406: 814.33 ps
INP-n407: 338.68 ps
NAND-n408: 814.33 ps
INP-n409: 399.51 ps
NAND-n410: 814.33 ps
INP-n411: 436.86 ps
NAND-n412: 846.04 ps
INP-n413: 427.00 ps
NAND-n414: 846.04 ps
INP-n415: 449.92 ps
NAND-n416: 846.04 ps
INP-n417: 438.93 ps
NAND-n418: 846.04 ps
INP-n419: 447.42 ps
NAND-n420: 846.04 ps
INP-n421: 406.47 ps
NAND-n422: 846.04 ps
INP-n423: 338.68 ps
NAND-n424: 846.04 ps
INP-n425: 399.51 ps
NAND-n426: 846.04 ps
INP-n427: 436.85 ps
NAND-n428: 846.04 ps
INP-n429: 426.98 ps
NAND-n430: 846.04 ps
INP-n431: 449.91 ps
NAND-n432: 846.04 ps
INP-n433: 438.92 ps
NAND-n434: 846.04 ps
INP-n435: 447.42 ps
NAND-n436: 846.04 ps
INP-n437: 406.46 ps
NAND-n438: 846.04 ps
INP-n439: 338.67 ps
NAND-n440: 846.04 ps
INP-n441: 399.50 ps
NAND-n442: 846.04 ps
INP-n443: 436.85 ps
NAND-n444: 846.04 ps
INP-n445: 426.99 ps
NAND-n446: 846.04 ps
INP-n447: 449.92 ps
NAND-n448: 846.04 ps
INP-n449: 438.92 ps
NAND-n450: 846.04 ps
INP-n451: 447.42 ps
NAND-n452: 846.04 ps
INP-n453: 406.46 ps
NAND-n454: 846.04 ps
INP-n455: 338.68 ps
NAND-n456: 846.04 ps
INP-n457: 399.50 ps
NAND-n458: 846.04 ps
INP-n459: 436.86 ps
NAND-n460: 846.04 ps
INP-n461: 427.00 ps
NAND-n462: 846.04 ps
INP-n463: 449.92 ps
NAND-n464: 846.04 ps
INP-n465: 438.93 ps
NAND-n466: 846.04 ps
INP-n467: 447.42 ps
NAND-n468: 846.04 ps
INP-n469: 406.47 ps
NAND-n470: 846.04 ps
INP-n471: 338.68 ps
NAND-n472: 846.04 ps
INP-n473: 399.51 ps
NAND-n474: 846.04 ps
INP-n475: 713.40 ps
NAND-n476: 446.11 ps
INP-n477: 156.31 ps
NAND-n478: 446.11 ps
INP-n479: 179.28 ps
NAND-n480: 446.11 ps
INP-n481: 135.21 ps
NAND-n482: 446.11 ps
INP-n483: 135.21 ps
NAND-n484: 446.11 ps
INP-n485: 713.40 ps
AND-n486: 1154.80 ps
INP-n487: 693.33 ps
NAND-n488: 892.88 ps
INP-n489: 653.64 ps
NAND-n490: 1063.58 ps
INP-n491: 614.42 ps
NAND-n492: 1105.26 ps
INP-n493: 577.31 ps
NAND-n494: 1158.44 ps
INP-n495: 553.36 ps
NAND-n496: 499.58 ps
INP-n497: 553.36 ps
NAND-n498: 517.30 ps
INP-n499: 557.63 ps
NAND-n500: 475.03 ps
INP-n501: 569.93 ps
NAND-n502: 499.58 ps
INP-n503: 569.93 ps
NAND-n504: 517.30 ps
INP-n505: 595.33 ps
NAND-n506: 475.03 ps
INP-n507: 612.79 ps
NAND-n508: 517.30 ps
INP-n509: 638.20 ps
NAND-n510: 517.30 ps
INP-n511: 655.65 ps
NAND-n512: 495.73 ps
INP-n513: 681.06 ps
NAND-n514: 414.46 ps
INP-n515: 698.52 ps
NAND-n516: 358.86 ps
INP-n517: 723.92 ps
NAND-n518: 317.35 ps
INP-n519: 741.38 ps
NAND-n520: 402.32 ps
INP-n521: 766.79 ps
NAND-n522: 404.99 ps
INP-n523: 784.25 ps
NAND-n524: 389.57 ps
INP-n525: 809.65 ps
NAND-n526: 361.81 ps
INP-n527: 827.11 ps
NAND-n528: 378.07 ps
INP-n529: 852.51 ps
NAND-n530: 350.33 ps
INP-n531: 869.97 ps
NAND-n532: 337.83 ps
INP-n533: 895.38 ps
NAND-n534: 310.07 ps
INP-n535: 912.84 ps
NAND-n536: 312.68 ps
INP-n537: 938.24 ps
NAND-n538: 301.03 ps
INP-n539: 955.70 ps
NAND-n540: 291.71 ps
INP-n541: 981.10 ps
NAND-n542: 263.94 ps
INP-n543: 998.56 ps
NAND-n544: 285.96 ps
INP-n545: 1023.97 ps
NAND-n546: 258.20 ps
INP-n547: 1041.43 ps
NAND-n548: 220.48 ps
INP-n549: 1066.83 ps
NAND-n550: 205.06 ps
INP-n551: 1084.29 ps
NAND-n552: 177.30 ps
INP-n553: 1130.92 ps
AND-n554: 201.36 ps
INP-n555: 1198.41 ps
AND-n556: 167.50 ps
INP-n557: 1164.60 ps
AND-n558: 140.22 ps
INP-n559: 673.86 ps
NAND-n560: 326.99 ps
INP-n561: 493.93 ps
NAND-n562: 326.99 ps
INP-n563: 493.93 ps
NAND-n564: 326.99 ps
INP-n565: 493.93 ps
NAND-n566: 326.99 ps
INP-n567: 506.23 ps
NAND-n568: 326.99 ps
INP-n569: 506.23 ps
NAND-n570: 326.99 ps
INP-n571: 549.09 ps
NAND-n572: 364.77 ps
INP-n573: 549.09 ps
NAND-n574: 364.77 ps
INP-n575: 591.96 ps
NAND-n576: 338.00 ps
INP-n577: 591.96 ps
NAND-n578: 364.77 ps
INP-n579: 634.82 ps
NAND-n580: 326.99 ps
INP-n581: 634.82 ps
NAND-n582: 326.99 ps
INP-n583: 677.68 ps
NAND-n584: 326.99 ps
INP-n585: 677.68 ps
NAND-n586: 338.00 ps
INP-n587: 720.55 ps
NAND-n588: 338.00 ps
INP-n589: 720.55 ps
NAND-n590: 338.00 ps
INP-n591: 763.41 ps
NAND-n592: 326.99 ps
INP-n593: 763.41 ps
NAND-n594: 338.00 ps
INP-n595: 806.27 ps
NAND-n596: 338.00 ps
INP-n597: 806.27 ps
NAND-n598: 326.99 ps
INP-n599: 849.14 ps
NAND-n600: 326.99 ps
INP-n601: 849.14 ps
NAND-n602: 335.95 ps
INP-n603: 892.00 ps
NAND-n604: 326.63 ps
INP-n605: 892.00 ps
NAND-n606: 298.87 ps
INP-n607: 934.87 ps
NAND-n608: 320.88 ps
INP-n609: 934.87 ps
NAND-n610: 293.13 ps
INP-n611: 977.73 ps
NAND-n612: 259.50 ps
INP-n613: 977.73 ps
NAND-n614: 239.98 ps
INP-n615: 1020.59 ps
NAND-n616: 212.22 ps
INP-n617: 1020.59 ps
AND-n618: 144.67 ps
INP-n619: 1088.08 ps
AND-n620: 135.21 ps
INP-n621: 1108.45 ps
AND-n622: 140.22 ps
INP-n623: 1440.11 ps
NAND-n624: 277.68 ps
INP-n625: 1440.11 ps
NAND-n626: 277.68 ps
INP-n627: 1440.11 ps
NAND-n628: 277.68 ps
INP-n629: 1440.11 ps
NAND-n630: 277.68 ps
INP-n631: 1440.11 ps
NAND-n632: 277.68 ps
INP-n633: 1440.11 ps
NAND-n634: 277.68 ps
INP-n635: 1440.11 ps
NAND-n636: 277.68 ps
INP-n637: 1440.11 ps
NAND-n638: 277.68 ps
INP-n639: 1440.11 ps
NAND-n640: 277.68 ps
INP-n641: 1440.11 ps
NAND-n642: 277.68 ps
INP-n643: 1440.11 ps
NAND-n644: 277.68 ps
INP-n645: 1440.11 ps
NAND-n646: 277.68 ps
INP-n647: 1440.11 ps
NAND-n648: 277.68 ps
INP-n649: 1440.11 ps
NAND-n650: 277.68 ps
INP-n651: 1440.11 ps
NAND-n652: 277.68 ps
INP-n653: 1440.11 ps
NAND-n654: 277.68 ps
INP-n655: 1415.88 ps
NAND-n656: 277.68 ps
INP-n657: 1415.88 ps
NAND-n658: 277.68 ps
INP-n659: 1415.88 ps
NAND-n660: 277.68 ps
INP-n661: 1415.88 ps
NAND-n662: 277.68 ps
INP-n663: 1415.88 ps
NAND-n664: 277.68 ps
INP-n665: 1415.88 ps
NAND-n666: 277.68 ps
INP-n667: 1415.88 ps
NAND-n668: 277.68 ps
INP-n669: 1415.88 ps
NAND-n670: 277.68 ps
INP-n671: 1415.88 ps
NAND-n672: 277.68 ps
INP-n673: 1415.88 ps
NAND-n674: 277.68 ps
INP-n675: 1415.88 ps
NAND-n676: 277.68 ps
INP-n677: 1415.88 ps
NAND-n678: 277.68 ps
INP-n679: 1415.88 ps
NAND-n680: 277.68 ps
INP-n681: 1415.88 ps
NAND-n682: 277.68 ps
INP-n683: 1415.88 ps
NAND-n684: 277.68 ps
NAND-n685: 409.76 ps
NAND-n686: 409.76 ps
NAND-n687: 409.76 ps
NAND-n688: 409.76 ps
NAND-n689: 409.76 ps
NAND-n690: 409.76 ps
NAND-n691: 409.76 ps
NAND-n692: 409.76 ps
NAND-n693: 409.76 ps
NAND-n694: 409.76 ps
NAND-n695: 409.76 ps
NAND-n696: 409.76 ps
NAND-n697: 409.76 ps
NAND-n698: 409.76 ps
NAND-n699: 409.76 ps
NAND-n700: 409.76 ps
NAND-n701: 380.65 ps
NAND-n702: 380.65 ps
NAND-n703: 380.65 ps
NAND-n704: 380.65 ps
NAND-n705: 380.65 ps
NAND-n706: 380.65 ps
NAND-n707: 380.65 ps
NAND-n708: 380.65 ps
NAND-n709: 380.65 ps
NAND-n710: 380.65 ps
NAND-n711: 380.65 ps
NAND-n712: 380.65 ps
NAND-n713: 380.65 ps
NAND-n714: 380.65 ps
NAND-n715: 380.65 ps
AND-n716: 437.09 ps
INP-n717: 745.15 ps
NAND-n718: 224.66 ps
INP-n719: 745.15 ps
NAND-n720: 224.66 ps
INP-n721: 745.15 ps
NAND-n722: 224.66 ps
INP-n723: 757.45 ps
NAND-n724: 224.66 ps
INP-n725: 757.45 ps
NAND-n726: 224.66 ps
INP-n727: 800.31 ps
NAND-n728: 224.66 ps
INP-n729: 800.31 ps
NAND-n730: 224.66 ps
INP-n731: 843.17 ps
NAND-n732: 224.66 ps
INP-n733: 843.17 ps
NAND-n734: 224.66 ps
INP-n735: 886.04 ps
NAND-n736: 224.66 ps
INP-n737: 886.04 ps
NAND-n738: 224.66 ps
INP-n739: 928.90 ps
NAND-n740: 224.66 ps
INP-n741: 928.90 ps
NAND-n742: 224.66 ps
INP-n743: 971.76 ps
NAND-n744: 224.66 ps
INP-n745: 971.76 ps
NAND-n746: 224.66 ps
INP-n747: 1014.63 ps
NAND-n748: 224.66 ps
INP-n749: 1014.63 ps
NAND-n750: 224.66 ps
INP-n751: 1057.49 ps
NAND-n752: 224.66 ps
INP-n753: 1057.49 ps
NAND-n754: 224.66 ps
INP-n755: 1100.35 ps
NAND-n756: 224.66 ps
INP-n757: 1100.35 ps
NAND-n758: 224.66 ps
INP-n759: 1143.22 ps
NAND-n760: 224.66 ps
INP-n761: 1143.22 ps
NAND-n762: 224.66 ps
INP-n763: 1186.08 ps
NAND-n764: 197.89 ps
INP-n765: 1186.08 ps
NAND-n766: 197.89 ps
INP-n767: 1228.94 ps
NAND-n768: 202.46 ps
INP-n769: 1228.94 ps
NAND-n770: 202.46 ps
INP-n771: 1271.81 ps
NAND-n772: 202.46 ps
INP-n773: 1271.81 ps
NAND-n774: 210.05 ps
INP-n775: 1339.30 ps
NAND-n776: 210.05 ps
INP-n777: 1365.39 ps
NAND-n778: 210.05 ps
INP-n779: 1401.87 ps
NAND-n780: 246.26 ps
INP-n781: 646.33 ps
NAND-n782: 336.02 ps
INP-n783: 646.33 ps
NAND-n784: 336.02 ps
INP-n785: 646.33 ps
NAND-n786: 336.02 ps
INP-n787: 678.03 ps
NAND-n788: 336.02 ps
INP-n789: 689.60 ps
NAND-n790: 336.02 ps
INP-n791: 724.16 ps
NAND-n792: 336.02 ps
INP-n793: 735.72 ps
NAND-n794: 336.02 ps
INP-n795: 770.29 ps
NAND-n796: 336.02 ps
INP-n797: 781.85 ps
NAND-n798: 336.02 ps
INP-n799: 816.42 ps
NAND-n800: 336.02 ps
INP-n801: 827.99 ps
NAND-n802: 336.02 ps
INP-n803: 862.55 ps
NAND-n804: 336.02 ps
INP-n805: 874.12 ps
NAND-n806: 336.02 ps
INP-n807: 908.68 ps
NAND-n808: 336.02 ps
INP-n809: 920.25 ps
NAND-n810: 336.02 ps
INP-n811: 954.81 ps
NAND-n812: 336.02 ps
INP-n813: 966.38 ps
NAND-n814: 336.02 ps
INP-n815: 1000.94 ps
NAND-n816: 336.02 ps
INP-n817: 1012.51 ps
NAND-n818: 336.02 ps
INP-n819: 1047.07 ps
NAND-n820: 336.02 ps
INP-n821: 1058.64 ps
NAND-n822: 336.02 ps
INP-n823: 1093.20 ps
NAND-n824: 336.02 ps
INP-n825: 1104.77 ps
NAND-n826: 336.02 ps
INP-n827: 1139.33 ps
NAND-n828: 336.02 ps
INP-n829: 1150.90 ps
NAND-n830: 336.02 ps
INP-n831: 1185.46 ps
NAND-n832: 336.02 ps
INP-n833: 1197.03 ps
NAND-n834: 336.02 ps
INP-n835: 1231.59 ps
NAND-n836: 336.02 ps
INP-n837: 1243.16 ps
NAND-n838: 336.02 ps
INP-n839: 1277.97 ps
NAND-n840: 336.02 ps
INP-n841: 1312.36 ps
NAND-n842: 336.02 ps
INP-n843: 1180.80 ps
NAND-n844: 336.02 ps
INP-n845: 1344.79 ps
NAND-n846: 208.62 ps
INP-n847: 751.15 ps
NAND-n848: 208.62 ps
INP-n849: 751.15 ps
NAND-n850: 208.62 ps
INP-n851: 751.15 ps
NAND-n852: 208.62 ps
INP-n853: 763.45 ps
NAND-n854: 175.26 ps
INP-n855: 763.45 ps
NAND-n856: 175.26 ps
INP-n857: 806.31 ps
NAND-n858: 208.62 ps
INP-n859: 806.31 ps
NAND-n860: 208.62 ps
INP-n861: 849.18 ps
NAND-n862: 208.62 ps
INP-n863: 849.18 ps
NAND-n864: 208.62 ps
INP-n865: 892.04 ps
NAND-n866: 208.62 ps
INP-n867: 892.04 ps
NAND-n868: 208.62 ps
INP-n869: 934.90 ps
NAND-n870: 208.62 ps
INP-n871: 934.90 ps
NAND-n872: 208.62 ps
INP-n873: 977.77 ps
NAND-n874: 208.62 ps
INP-n875: 977.77 ps
NAND-n876: 208.62 ps
INP-n877: 1020.63 ps
NAND-n878: 208.62 ps
INP-n879: 1020.63 ps
NAND-n880: 208.62 ps
INP-n881: 1063.49 ps
NAND-n882: 208.62 ps
INP-n883: 1063.49 ps
NAND-n884: 208.62 ps
INP-n885: 1106.36 ps
NAND-n886: 208.62 ps
INP-n887: 1106.36 ps
NAND-n888: 208.62 ps
INP-n889: 1149.22 ps
NAND-n890: 208.62 ps
INP-n891: 1149.22 ps
NAND-n892: 208.62 ps
INP-n893: 1192.08 ps
NAND-n894: 208.62 ps
INP-n895: 1192.08 ps
NAND-n896: 208.62 ps
INP-n897: 1234.95 ps
NAND-n898: 208.62 ps
INP-n899: 1234.95 ps
NAND-n900: 208.62 ps
INP-n901: 1277.81 ps
NAND-n902: 195.49 ps
INP-n903: 1277.81 ps
NAND-n904: 208.62 ps
INP-n905: 1311.03 ps
NAND-n906: 195.49 ps
INP-n907: 1311.02 ps
NAND-n908: 211.10 ps
INP-n909: 1446.09 ps
NAND-n910: 1239.32 ps
INP-n911: 1446.09 ps
NAND-n912: 1245.61 ps
INP-n913: 1446.09 ps
NAND-n914: 1239.32 ps
INP-n915: 1446.09 ps
NAND-n916: 1245.61 ps
NAND-n917: 1350.98 ps
INP-n918: 1220.26 ps
NAND-n919: 794.19 ps
INP-n920: 1225.07 ps
NAND-n921: 570.78 ps
INP-n922: 949.74 ps
NAND-n923: 1216.80 ps
INP-n924: 1353.56 ps
NAND-n925: 544.21 ps
NAND-n926: 1350.98 ps
NAND-n927: 1350.98 ps
INP-n928: 1435.71 ps
NAND-n929: 826.17 ps
NAND-n930: 1227.13 ps
INP-n931: 1435.71 ps
NAND-n932: 532.46 ps
INP-n933: 1446.64 ps
NAND-n934: 532.46 ps
NAND-n935: 747.77 ps
NAND-n936: 736.55 ps
NAND-n937: 640.88 ps
NAND-n938: 736.55 ps
NOT-n939: 736.55 ps
NOT-n940: 640.88 ps
NOR-n941: 1153.77 ps
AND-n942: 267.02 ps
AND-n943: 287.32 ps
